学生句子,参考文献1中句子,相似度1,参考文献2中句子,相似度2
如何对信息技术教学中千人一面、缺乏个性的现象加以改变是每一位信息技术教师长期重点关注的问题。,涉及信息技术与课程整合、信息化环境下的教与学方式、信息化教学设计等方面的探讨，,0.21739130434782608,翻转课堂教学最大的变化是知识传授在课下通过信息技术的帮助来完成，,0.17391304347826086
"近几年从美国兴起的“翻转课堂”,",2011年美国学者Gerstein[8]最先构建了翻转课堂的教学模型，,0.4375,笔者于2012年秋对信阳师范学院开设的“非线性编辑”课程进行了“翻转课堂”教学实践研究，,0.4375
"颠覆了传统课堂教学模式,",它打破了传统的教学模式，,0.5,实现翻转的“基”传统的“教师—书本—课堂”式的教学方式，,0.5833333333333334
受到了全世界学者的广泛关注。,翻转课堂已演变成一种在整个北美甚至全世界广为流传的新型教学模式。,0.2857142857142857,国内学者也进行了相关研究，,0.21428571428571427
"在教育信息化深入发展的背景下,",顺应了我国教育信息化的大背景，,0.4666666666666667,教学效果的优劣直接影响着学生的发展。,0.2
"从理论和实践两个角度出发对翻转课堂教学模式进行研究,",实验组班级采用本文论述的翻转课堂教学模式进行教学，,0.4230769230769231,还没有看到从实证的角度对翻转课堂进行研究的案例。,0.5
通过将翻转课堂试用于初中信息技术课程教学来进一步对其进行认识与探索。,涉及信息技术与课程整合、信息化环境下的教与学方式、信息化教学设计等方面的探讨，,0.2647058823529412,我们利用“翻转课堂”对课程教学进行了革新。,0.29411764705882354
基于翻转课堂的冷思考，,设计了较为完整的基于翻转课堂模式的教学设计方案，,0.5454545454545454,基于“翻转课堂”教学的具体形式，,0.5454545454545454
实证与反思【1】的认识与理解，,【中图分类号】G40-057【文献标识码】A【论文编号】1009—8097(2014)02—0049—06【DOI】10.,0.2,强调学生在实践中的参与、体验以及实践之后的反思和共享等对知识习得的作用，,0.3333333333333333
要真正实现翻转课堂，,而实施翻转课堂之后，,0.5,进行师生角色重定位、精制课程教学视频、重建课堂对话是真正实现翻转课堂的有效路径。,0.8
建议重新定位师生角色，,颠倒了教师和学生的角色。,0.36363636363636365,(一)师生角色重定位:,0.36363636363636365
让学生成为自己的学习的主人，,翻转课堂教学模式对提高学生成绩以及增强学习兴趣有积极作用。,0.35714285714285715,才能成为翻转课堂学习的主人，,0.42857142857142855
教师成为辅助，,"教师作为课堂指导者、学生学习的帮助者和资源的提供者,",0.5714285714285714,教师成为课堂活动的组织者、参与者和对话者。,0.5714285714285714
精制课程教学视频，,他们用录屏软件来将他们授课用的课件加以讲解录制成教学视频，,0.5555555555555556,(二)精制课程教学视频:,0.8888888888888888
减少教学视频的时间，,他们用录屏软件来将他们授课用的课件加以讲解录制成教学视频，,0.4,自制教学视频对教师的教学技术和时间提出了挑战。,0.6
重建课堂对话。,翻转课堂成为国内外教育界的热门话题。,0.42857142857142855,重建课堂“对话”。,0.8571428571428571
翻转解决的问题是反思与审视中的内容，,微视频的制作是资源准备中的核心内容。,0.2222222222222222,从而真正使课堂成为学生质疑问难、解决问题、内化知识的场所。,0.2777777777777778
教师采用探究式课堂和讨论式课堂。,它的设计、开发、教学运用、评价、管理、经验总结为翻转课堂制作视频作了实践与理论基础和素材资源[4]。,0.3125,以便教师在课堂上进行专题讲解或组织讨论。,0.375
研究结论是翻转课堂首要任务：,微课程可以说是翻转课堂的主要载体，,0.42857142857142855,翻转课堂教学的首要任务1.,0.5714285714285714
师生角色重定位；,颠倒了教师和学生的角色。,0.5,(一)师生角色重定位:,0.875
学习活动的设计者，,教师是学生学习的指导者、资源的提供者、课堂活动的组织者，,0.5555555555555556,(2)学习活动的设计者、组织者与参与者,0.7777777777777778
参与者与组织者分别是谁；,教师是学生学习的指导者、资源的提供者、课堂活动的组织者，,0.3333333333333333,(1)教学视频的研发者与建构者翻转课堂首先要求教师是教学视频的研发者与,0.3333333333333333
课后学习的辅导者。,转课堂由于强调课上学生协作学习以及教师针对性的指导，,0.4444444444444444,(3)课后学习的辅导者,0.7777777777777778
翻转课堂融合了互联网技术，,翻转课堂的实质不在于它运用了哪些高科技或者信息技术，,0.46153846153846156,翻转课堂教学最大的变化是知识传授在课下通过信息技术的帮助来完成，,0.46153846153846156
通过颠覆教学顺序，,颠覆了传统的教学流程。,0.4444444444444444,也就是说学生通过自行观看教师事先录制好的教学视频，,0.4444444444444444
在培养学习者自学能力和创新能力以及形成开放性知识等方面优势显著。,在课前注重培养学生自主学习能力和自控力，,0.3125,教学视频研发者与建构者的角色不仅对教师的视频录制技能、教学设计技能、教学知识处理能力、知识讲解能力等提出了新的要求，,0.28125
近几年慕课、自主学习等关键词成为该领域研究热点，,微课程具有时间短、目标明确、可反复学习等特点，,0.25,笔者于2012年秋对信阳师范学院开设的“非线性编辑”课程进行了“翻转课堂”教学实践研究，,0.20833333333333334
有助于了解翻转课堂，,目的在于了解学生对翻转课堂教学模式的态度以及对课程实施的意见。,0.6,还没有看到从实证的角度对翻转课堂进行研究的案例。,0.5
推进教学改革，,为教学改革的开展注入了新的活力。,0.5714285714285714,翻转课堂教学评价重点理应放在改变或推动教学改革的内容上，,0.7142857142857143
提高教学质量【2】。,文章提出了翻转课堂的教学模型，,0.3,我们认为可以从以下几个方面提高课程教学视频的质量。,0.6
翻转课堂作为一种人性化的课堂策略，,翻转课堂教学模式作为一种人性化的课堂策略，,0.8823529411764706,[10]翻转课堂作为一种“先使用视频自学，,0.47058823529411764
为学生提供了个性化的学习空间和多种学习途径，,为学生提供了个性化的学习空间和多种学习途径，,0.8636363636363636,学生通过课前观看教师提供的教学视频习得知识、操作技能。,0.2727272727272727
学生可以通过多种方式来达到自己的学习目标，,强调信息技术为学习方式带来的转变以及对学习的支持。,0.2857142857142857,可以通过面对面交谈、网络交流(如QQ、飞信、微信等)等方式向教师请教或与同学讨论来解决。,0.3333333333333333
达到自己想要的学习目的，,自己的情况选择资源和自定学习时间。,0.3333333333333333,教师自行录制教学视频不仅能够完全与教师设定的教学目标和教学内容相吻合，,0.25
有利于学生的自我发展。,虽然有助于学生的理解，,0.36363636363636365,以及是否有效促进了学生知识、技能的发展等方面。,0.45454545454545453
翻转课堂的冷思考：,翻转课堂成为国内外教育界的热门话题。,0.4444444444444444,固和融会贯通”的“翻转课堂”(theFlippedClassroom，,0.4444444444444444
实证与反思2013年第8期【2】赵俊芳、崔莹，,2011年《国家中长期教育改革和发展规划纲要(2010—2020年)》发布以来，,0.2608695652173913,2013年第8期(总第244期)二、翻转课堂教学效果分析,0.43478260869565216
《大学教育科学》2016（5）：,2011年《国家中长期教育改革和发展规划纲要(2010—2020年)》发布以来，,0.375,同时对授课对象——2010级教育技术学班的65名学生进行问卷调查，,0.3125
