学生句子,参考文献1中句子,相似度1,参考文献2中句子,相似度2
翻转课堂使得教师从传统课堂中的知识传授者变成了学习的促进者和指导者，,"教师作为课堂指导者、学生学习的帮助者和资源的提供者,",0.29411764705882354,翻转课堂教学最大的变化是知识传授在课下通过信息技术的帮助来完成，,0.2647058823529412
这种身份的转变促使教师可以根据自身的特点寻找合适的教学思路，,也能促进教师教学水平和教育技术能力的提高。,0.16666666666666666,翻转课堂要求教师能根据课程教学的具体要求，,0.23333333333333334
打造本人的教学风格，,它打破了传统的教学模式，,0.3,国内也有其他学者译为“颠倒课堂”或“反转教学”)逐渐风靡全球。,0.3
最大限度地发挥个人魅力。,能够在很大程度上激发学生学习动机，,0.25,还减缩了单个视频的长度(单个视频长度控制在5~,0.16666666666666666
减轻课堂管理负重。,它往往以微视频形式作为翻转课堂课前学生自学的重要资源。,0.3333333333333333,“翻转课堂”实践活动设计与任务“非线性编辑”作为一门理论与实践结合并偏重实,0.4444444444444444
在传统教学课堂上，,这种做法颠倒了传统学校“课上老师讲授，,0.5555555555555556,实现翻转的“基”传统的“教师—书本—课堂”式的教学方式，,0.5555555555555556
教师授课同时还要管理课堂纪律，,它的设计、开发、教学运用、评价、管理、经验总结为翻转课堂制作视频作了实践与理论基础和素材资源[4]。,0.3333333333333333,教师要在课堂中敏感地意识到多数学生的困惑，,0.3333333333333333
这在一定程度上会降低教师教学效率。,能够在很大程度上激发学生学习动机，,0.29411764705882354,课程教学视频资源的视觉效果优教学视频能激发学习兴趣教学视频长度比较适中教师能及时提供视频的重难点讲解手册教学视频的互动性较强,0.35294117647058826
翻转课堂需要学生的高度参与，,翻转课堂教学模式对提高学生成绩以及增强学习兴趣有积极作用。,0.42857142857142855,翻转课堂教学的全过程要求学生积极参与其中，,0.6428571428571429
故在翻转课堂中学生都会集中精力于小组活动或与教师讨论中，,翻转课堂教学模式对于学习中等的学生会有明显的效果，,0.2857142857142857,在翻转课堂教学的课堂活动组织中，,0.32142857142857145
无暇去捣蛋或是调皮。,无论是教师还是学生都需要能够熟练地操作计算机;,0.2,是否经常利用QQ、飞信、微信等网络交流手段或面对面的交流手段进行交流是否经常与同学进行合作学习或协作探究是否经常向老师请教或讨论不懂的问题,0.2
减轻了教师管理课堂的负担。,它的设计、开发、教学运用、评价、管理、经验总结为翻转课堂制作视频作了实践与理论基础和素材资源[4]。,0.38461538461538464,以便教师在课堂上进行专题讲解或组织讨论。,0.3076923076923077
更加深入地了解学生。,他们用录屏软件来将他们授课用的课件加以讲解录制成教学视频，,0.3,加深学生对问题的理解。,0.4
翻转课堂意味着学生是带着已知的知识和一定的问题前来上课，,而翻转课堂是一种自下而上的教育模式改革，,0.25,翻转课堂并没有明显地提升学生对知识与技能的习得水平。,0.2857142857142857
教师可针对学生学习的情况和反馈给予具体指导和帮助，,教师是学生学习的指导者、资源的提供者、课堂活动的组织者，,0.32,如对教师教学质量的评价、对学生学习效果的评价、对课程或教学内容的评价、对教学媒介手段的评价等。,0.28
也因此学生与教师之间的交流变得更加密切频繁，,他们把精力集中在完成练习以及与教师同学的交流上。,0.22727272727272727,也就是说学生通过自行观看教师事先录制好的教学视频，,0.2727272727272727
教师可以更加深入学生的内心，,之后教师可以引导学生进行课后的,0.42857142857142855,还可以根据学生的实际情况对教学内容进行针对性讲解，,0.35714285714285715
更加容易判断学生对知识的掌握情况，,帮助学生们针对性的掌握课前自学,0.29411764705882354,不利于学生对知识整体的把握。,0.35294117647058826
了解学生的需求和存在的困难，,之后学生要总结自己学到的知识以及存在的问题，,0.2857142857142857,教师逐渐隐退为学生自主探究活动中遇到困难时的帮手，,0.2857142857142857
提供及时的帮助。,提取和搜集信息的能力的提升帮助不大。,0.375,翻转课堂仅仅为师生、生生提供更加充裕的互动时间是不够的，,0.375
虽录制了视频，,他们用录屏软件来将他们授课用的课件加以讲解录制成教学视频，,0.5714285714285714,虽录制了视频，,0.7142857142857143
但互动性、交互性不尽如人意；,但是教师应注意到知识碎片化，,0.14285714285714285,但互动性、交互性不尽如人意;,0.9285714285714286
虽组织了课堂讨论，,它的设计、开发、教学运用、评价、管理、经验总结为翻转课堂制作视频作了实践与理论基础和素材资源[4]。,0.3333333333333333,虽组织了课堂讨论，,0.7777777777777778
但没能有效激发兴趣，,有效地激发了他们的学习动机。,0.4,但没能有效激发兴趣，,0.9
虽进行了课堂探究活动，,教师是学生学习的指导者、资源的提供者、课堂活动的组织者，,0.36363636363636365,虽进行了课堂探究活动，,0.8181818181818182
但操作性任务比重高，,教师负责制作微视频课程、提供丰富的资源、布置任务等，,0.3,但操作性任务比重高，,0.9
难以培养高级思维与技能；,最后也需要教师具有较高的教育技术能力。,0.25,难以培养高级思维与技能;,0.9166666666666666
虽重视交流沟通，,"该模式注重交流和评价,",0.375,虽重视交流沟通，,0.875
但由于氛围营造不足，,转课堂由于强调课上学生协作学习以及教师针对性的指导，,0.2,但由于氛围营造不足，,0.9
造成沟通流于形式。,翻转课堂已演变成一种在整个北美甚至全世界广为流传的新型教学模式。,0.3333333333333333,造成沟通流于形式。,0.8888888888888888
翻转课堂是一种新颖而有效的教学方法。,翻转课堂(FlippedClassroom)是一种新型教学模式，,0.5555555555555556,以期掌握有效进行“翻转课堂”教学实践的过程、方法与注意事项，,0.4444444444444444
学生不再是课堂上被灌输知识，,学生利用课前教师备课过程中的核心知识点进行预习，,0.35714285714285715,探究活动不仅是课堂内化知识、深化理论的重要手段，,0.42857142857142855
而是在课堂上需要参与各种有意思的教学活动，,而翻转课堂是一种自下而上的教育模式改革，,0.23809523809523808,也不是仅仅重视课堂教学表面“活跃”的教学活动，,0.3333333333333333
而这些教学活动的前提是学生必须提前（比如通过学案或者微课）学习明白学科知识。,翻转课堂教学模式对提高学生成绩以及增强学习兴趣有积极作用。,0.18421052631578946,学生通过课前观看教师提供的教学视频习得知识、操作技能。,0.23684210526315788
然而翻转课堂不过是一种“工具”，,而翻转课堂是一种自下而上的教育模式改革，,0.5,[10]翻转课堂作为一种“先使用视频自学，,0.4375
其背后的教育思想和教育理念才是最关键的。,教育技术和学习活动是翻转课堂的关键因素，,0.3,“非线性编辑”课程是教育技术学专业教育影视技能培养的一门理论与实践结合且偏重实践性的课程，,0.25
而不是考试机器；,而翻转课堂是一种自下而上的教育模式改革，,0.25,这里的课堂活动不是传统的“授受主义”的单一的教师讲授，,0.25
激发学生的学习热情比起教授知识本身更重要；,能够在很大程度上激发学生学习动机，,0.2857142857142857,“学生在家通过视频学习新知识，,0.2857142857142857
培养其深层理解、举一反三的能力，,在课前注重培养学生自主学习能力和自控力，,0.25,我们又将其细化为“模拟摄录一体机视频采集”、“数码摄录一体机视频采集”和“素材导入与管理”等三个“知识点组”，,0.25
而不是机械地训练；,而翻转课堂是一种自下而上的教育模式改革，,0.2222222222222222,而“依葫芦画瓢”式的机械性操作(4.,0.3333333333333333
老师不应该是居高临下，,有专家认为其中一个重要原因是课程改革是自上而下推进的，,0.18181818181818182,是否经常利用QQ、飞信、微信等网络交流手段或面对面的交流手段进行交流是否经常与同学进行合作学习或协作探究是否经常向老师请教或讨论不懂的问题,0.2727272727272727
而是像朋友一样帮助学生成长。,帮助学生们针对性的掌握课前自学,0.2857142857142857,其目的是为了帮助学生巩固已学的知识或技能;,0.35714285714285715
翻转课堂是一个新提出的名词，,翻转课堂(FlippedClassroom)是一种新型教学模式，,0.5,翻转课堂是一个建构深度知识的课堂，,0.5
是一种新的教学模式。,翻转课堂(FlippedClassroom)是一种新型教学模式，,0.8,但主要集中在对翻转课堂的介绍、教学模式的探究等方面，,0.4
“翻转”让学生自己掌控学习，,翻转课堂教学模式对提高学生成绩以及增强学习兴趣有积极作用。,0.42857142857142855,“颠倒的教室”不是学生毫无组织的、自由的、随意的学习，,0.5
有助于培养学生的自主管理能力。,在课前注重培养学生自主学习能力和自控力，,0.5333333333333333,培养学生表达自我的能力和习惯。,0.4666666666666667
“翻转”增加了师生、生生之间的互动。,教师是学生学习的指导者、资源的提供者、课堂活动的组织者，,0.2222222222222222,翻转课堂仅仅为师生、生生提供更加充裕的互动时间是不够的，,0.5
翻转课堂可以作为我们现行教学方式的一种有益补充，,翻转课堂教学模式作为一种人性化的课堂策略，,0.375,那么互动交流则是翻转课堂之所以能够颠覆传统的授受主义教学方式的缘由。,0.375
但不可取代传统的课堂教学。,传统的课堂教学每学期有50%学生英语不及格，,0.46153846153846156,实现翻转的“基”传统的“教师—书本—课堂”式的教学方式，,0.46153846153846156
翻转课堂与传统的课堂教学不应该是替代关系，,翻转课堂教学模式有着不同于传统教学模式的特点。,0.38095238095238093,实现翻转的“基”传统的“教师—书本—课堂”式的教学方式，,0.38095238095238093
而更应该是互补的关系。,而翻转课堂是一种自下而上的教育模式改革，,0.18181818181818182,这种对话更多的是指相互接纳和共同分享，,0.2727272727272727
把握两种教学模式的优势，,翻转课堂(FlippedClassroom)是一种新型教学模式，,0.4166666666666667,但主要集中在对翻转课堂的介绍、教学模式的探究等方面，,0.3333333333333333
在教学过程中才能达到更好的目标。,在教学实践中，,0.25,教师自行录制教学视频不仅能够完全与教师设定的教学目标和教学内容相吻合，,0.3125
参考文献[1]陈怡赵呈领基于翻转课堂模式的教学设计及应用研究[2]卢强翻转课堂的冷思考:,设计了较为完整的基于翻转课堂模式的教学设计方案，,0.2727272727272727,笔者于2012年秋对信阳师范学院开设的“非线性编辑”课程进行了“翻转课堂”教学实践研究，,0.20454545454545456
