学生句子,参考文献1中句子,相似度1,参考文献2中句子,相似度2
个性化指导阶段，,(2)个性化指导阶段个性化指导阶段为教师为各个小组解答疑惑的过程。,0.875,设计了包括“课前自学、课中内化讨论和课后升华”三个阶段的翻转课堂实施过程(见图1)。,0.375
巩固练习阶段，,(3)巩固练习阶段根据教师的个性化指导之后，,0.8571428571428571,知识巩固类实践活动是针对视频讲解而设计的具体操作练习式的实践活动任务，,0.5714285714285714
总结点拨阶段，,(4)总结点拨阶段,0.8571428571428571,[4]结合“非线性编辑”课程特点和大学生学习特征，,0.2857142857142857
反馈评价阶段。,(5)反馈评价阶段,0.8571428571428571,如对教师教学质量的评价、对学生学习效果的评价、对课程或教学内容的评价、对教学媒介手段的评价等。,0.42857142857142855
最终得出的结论就是翻转课堂并不能大幅度的提高教学效果。,他创建的可汗学院就是以翻转课堂的教学模式著称。,0.2962962962962963,2013年第8期(总第244期)二、翻转课堂教学效果分析,0.2962962962962963
在第二篇文献中，,在教学实践中，,0.25,如在“素材采集、导入与管理”模块中，,0.25
研究探讨翻转课堂是否在教学中是否施行的有意义。,目的在于了解学生对翻转课堂教学模式的态度以及对课程实施的意见。,0.34782608695652173,(1)教学视频的研发者与建构者翻转课堂首先要求教师是教学视频的研发者与,0.34782608695652173
主要通过对比预想的结果和实际达到的教学结果。,随着信息技术和教学理念的不断更新，,0.13636363636363635,通过“非线性编辑”课程翻转课堂教学实施和教学效果分析发现，,0.2727272727272727
做了比对表格分析，,对学习效果进行分析。,0.3333333333333333,对知识结构分析是否清晰、明了，,0.3333333333333333
然后的出现代翻转课堂实施对是表面工作，,翻转课堂教学模式对提高学生成绩以及增强学习兴趣有积极作用。,0.3157894736842105,设计了包括“课前自学、课中内化讨论和课后升华”三个阶段的翻转课堂实施过程(见图1)。,0.3684210526315789
所以提出了新要求。,所以为“以学生为中心”提供了可,0.3333333333333333,教学视频研发者与建构者的角色不仅对教师的视频录制技能、教学设计技能、教学知识处理能力、知识讲解能力等提出了新的要求，,0.5555555555555556
师生角色重定位：,颠倒了教师和学生的角色。,0.5,(一)师生角色重定位:,0.875
翻转课堂教学的首要任务一、（1）教学视频的研发者与建构者（2）学习活动的设计者、组织者与参与者（3）课后学习的辅导者二、精制课程教学视频：,教师是学生学习的指导者、资源的提供者、课堂活动的组织者，,0.14492753623188406,(1)教学视频的研发者与建构者翻转课堂首先要求教师是教学视频的研发者与,0.2463768115942029
翻转课堂教学的基石。,文章提出了翻转课堂的教学模型，,0.6,翻转课堂教学的基石,0.8
三、重建“对话”：,针对该课程中“计算机基础知识”、“Word2003”、“PowerPoint2003”以及“Excel2003”四大模块，,0.3333333333333333,(三)重建“对话”:,0.7777777777777778
翻转课堂教学组织的灵魂。,文章提出了翻转课堂的教学模型，,0.5,翻转课堂教学组织的灵魂,0.8333333333333334
第一篇论文中提出要对翻转课堂进行反思和实证的观念是非常好的，,文章提出了翻转课堂的教学模型，,0.23333333333333334,还没有看到从实证的角度对翻转课堂进行研究的案例。,0.23333333333333334
但是进行论证的时候是有不足的，,但是不要忽略了知识之间的联系。,0.2,是否经常利用QQ、飞信、微信等网络交流手段或面对面的交流手段进行交流是否经常与同学进行合作学习或协作探究是否经常向老师请教或讨论不懂的问题,0.3333333333333333
首先是作者进行的验证存在地区的差异性，,所以教师根据学生不同的问题进行个性化指导，,0.15789473684210525,首先教师对学生所遇到的操作性问题或疑难点进行讲解，,0.2631578947368421
只选择某一地区的某一学校甚至于某一班级的这种研究存在很大片面性。,政策的制定者虽然对教学理念研究很多，,0.125,还应有效地引导学生主动参与、乐于探究，,0.125
因为不同的区域的教学水平和同学们的整体学习能力的水平是不一样的，,也能促进教师教学水平和教育技术能力的提高。,0.21875,大部分学生认为教学视频能激发他们的学习兴趣，,0.1875
这就表明这一篇的论文的观点无法代表我们整体的翻转课堂的效果。,翻转课堂教学模式对于学习中等的学生会有明显的效果，,0.2,我们利用“翻转课堂”对课程教学进行了革新。,0.2
第二篇是通过了一系列的表格分析，,四实验过程及学习效果分析,0.1875,2013年第8期(总第244期)二、翻转课堂教学效果分析,0.25
通过将预计的效果与实际得到的效果进行了对比，,对学习效果进行分析。,0.18181818181818182,还可以根据学生的实际情况对教学内容进行针对性讲解，,0.22727272727272727
得出了翻转课堂对提高学生成绩以及增强学习兴趣有积极作用。,翻转课堂教学模式对提高学生成绩以及增强学习兴趣有积极作用。,0.8571428571428571,翻转课堂并没有明显地提升学生对知识与技能的习得水平。,0.2857142857142857
但是也有一些不足，,但是不要忽略了知识之间的联系。,0.3333333333333333,技能拓展类实践活动是指具有一定挑战性或创造性的实践活动任务，,0.3333333333333333
比如最初的效果预计是怎样得出的，,教学效果得到显著改善，,0.1875,如果问题是操作性的、过程性的或通过教师讲解即可解决的，,0.1875
最初的预计结果的依据是什么，,翻转课堂最初的构想来源于美国林地公园学校(WoodlandPark)的乔纳森•伯尔曼(JonathanBergman)和亚伦•萨姆斯(AaronSams)这两位化学教师[3]。,0.14285714285714285,因为知识不能仅仅停留在知道是什么，,0.21428571428571427
评判的标准是什么等问题。,利用哪些平台能够辅助翻转课堂的实施等一系列问题还需要我们做,0.25,是否经常利用QQ、飞信、微信等网络交流手段或面对面的交流手段进行交流是否经常与同学进行合作学习或协作探究是否经常向老师请教或讨论不懂的问题,0.3333333333333333
两篇论文都写的非常的好，,【中图分类号】G40-057【文献标识码】A【论文编号】1009—8097(2014)02—0049—06【DOI】10.,0.16666666666666666,7%的学生认为教师能非常好地提出问题，,0.25
运用了各种的论证方法，,采用对照实验和问卷调查研究方法，,0.2727272727272727,综合运用已有的理论知识、操作技能创造性地处理实际问题，,0.2727272727272727
做了很多的研究得出了结果，,虽然我们做出了很多努力，,0.23076923076923078,在借鉴美国科罗拉多州落基山“林地公园”高中、克林顿戴尔(Clintondale)高中的翻转课堂实践和RobertTalbert研究的基础上，,0.23076923076923078
两篇论文从两个不同的方面进行了研究，,所以教师根据学生不同的问题进行个性化指导，,0.2222222222222222,我们从学生自评和教师评价两个方面对其进行分析。,0.3888888888888889
得出了两个完全不相同的结论。,他们把精力集中在完成练习以及与教师同学的交流上。,0.14285714285714285,作相融合的、理论知识与实践技能并重的综合性实践课程。,0.14285714285714285
我们应该好好学习里面个各种方法，,我们的对照班采用传统的“教师讲+学生练习”的方式进行授课，,0.3125,我们按照教学视频资源、课堂活动组织、交流与沟通和学习成效等四个维度设计并制作了“非线性编辑”课程教学效果调查问卷。,0.3125
用辩证的思想去分析每一篇论文，,【中图分类号】G40-057【文献标识码】A【论文编号】1009—8097(2014)02—0049—06【DOI】10.,0.2,“非线性编辑”课程是教育技术学专业教育影视技能培养的一门理论与实践结合且偏重实践性的课程，,0.13333333333333333
既有可学习的地方，,微课程具有时间短、目标明确、可反复学习等特点，,0.4444444444444444,以期掌握有效进行“翻转课堂”教学实践的过程、方法与注意事项，,0.3333333333333333
又有可改正完善的地方，,设计了较为完整的基于翻转课堂模式的教学设计方案，,0.18181818181818182,以期掌握有效进行“翻转课堂”教学实践的过程、方法与注意事项，,0.18181818181818182
将他们转化为我们自己的东西。,他们用录屏软件来将他们授课用的课件加以讲解录制成教学视频，,0.21428571428571427,又将各模块细化为“知识点组”，,0.21428571428571427
[参考文献]【1】陈怡赵呈领《基于翻转课堂模式的教学设计及应用研究》【2】卢强《翻转课堂的冷思考：,设计了较为完整的基于翻转课堂模式的教学设计方案，,0.24489795918367346,笔者于2012年秋对信阳师范学院开设的“非线性编辑”课程进行了“翻转课堂”教学实践研究，,0.1836734693877551
实证与反思》2013年第8期（总第244期）,【中图分类号】G40-057【文献标识码】A【论文编号】1009—8097(2014)02—0049—06【DOI】10.,0.2727272727272727,2013年第8期(总第244期)二、翻转课堂教学效果分析,0.6363636363636364
