学生句子,参考文献1中句子,相似度1,参考文献2中句子,相似度2
并且分析了数据，,对学习效果进行分析。,0.25,分析调查数据，,0.5
最后采用问卷调查研究法，,采用对照实验和问卷调查研究方法，,0.75,同时对授课对象——2010级教育技术学班的65名学生进行问卷调查，,0.3333333333333333
得出了翻转课堂对提高学生成绩和兴趣有积极作用。,翻转课堂教学模式对提高学生成绩以及增强学习兴趣有积极作用。,0.782608695652174,翻转课堂教学的全过程要求学生积极参与其中，,0.34782608695652173
但是此种调查方法存在着片面性。,采用对照实验和问卷调查研究方法，,0.26666666666666666,但主要集中在对翻转课堂的介绍、教学模式的探究等方面，,0.2
每个地区的师资力量和学生自学程度有差异。,翻转课堂教学模式对提高学生成绩以及增强学习兴趣有积极作用。,0.2,如对教师教学质量的评价、对学生学习效果的评价、对课程或教学内容的评价、对教学媒介手段的评价等。,0.3
应该到各种经济教育发展水平不同的地区多点实验。,2011年《国家中长期教育改革和发展规划纲要(2010—2020年)》发布以来，,0.17391304347826086,“非线性编辑”课程是教育技术学专业教育影视技能培养的一门理论与实践结合且偏重实践性的课程，,0.13043478260869565
在第二篇文献中，,在教学实践中，,0.25,如在“素材采集、导入与管理”模块中，,0.25
研究探讨翻转课堂是否在教学中是否施行的有意义。,目的在于了解学生对翻转课堂教学模式的态度以及对课程实施的意见。,0.34782608695652173,(1)教学视频的研发者与建构者翻转课堂首先要求教师是教学视频的研发者与,0.34782608695652173
主要通过对比预想的结果和实际达到的教学结果。,随着信息技术和教学理念的不断更新，,0.13636363636363635,通过“非线性编辑”课程翻转课堂教学实施和教学效果分析发现，,0.2727272727272727
做了比对表格分析，,对学习效果进行分析。,0.3333333333333333,对知识结构分析是否清晰、明了，,0.3333333333333333
然后的出现代翻转课堂实施对是表面工作，,翻转课堂教学模式对提高学生成绩以及增强学习兴趣有积极作用。,0.3157894736842105,设计了包括“课前自学、课中内化讨论和课后升华”三个阶段的翻转课堂实施过程(见图1)。,0.3684210526315789
所以提出了新要求。,所以为“以学生为中心”提供了可,0.3333333333333333,教学视频研发者与建构者的角色不仅对教师的视频录制技能、教学设计技能、教学知识处理能力、知识讲解能力等提出了新的要求，,0.5555555555555556
师生角色重定位：,颠倒了教师和学生的角色。,0.5,(一)师生角色重定位:,0.875
翻转课堂教学的首要任务（1）教学视频的研发者与建构者（2）学习活动的设计者、组织者与参与者（3）课后学习的辅导者（二）精制课程教学视频：,教师是学生学习的指导者、资源的提供者、课堂活动的组织者，,0.14705882352941177,(1)教学视频的研发者与建构者翻转课堂首先要求教师是教学视频的研发者与,0.25
翻转课堂教学的基石（三）重建“对话”：,翻转课堂教学模式对提高学生成绩以及增强学习兴趣有积极作用。,0.3684210526315789,翻转课堂教学的基石,0.42105263157894735
翻转课堂教学组织的灵魂。,文章提出了翻转课堂的教学模型，,0.5,翻转课堂教学组织的灵魂,0.8333333333333334
两篇文献研究者一个针对翻转课堂的实施效果，,目的在于了解学生对翻转课堂教学模式的态度以及对课程实施的意见。,0.3333333333333333,一个能激发学生学习兴趣、引导学习的视频是翻转课堂实施的前提和保障。,0.38095238095238093
一个针对翻转课堂的反思与改进，,有专家认为其中一个重要原因是课程改革是自上而下推进的，,0.3333333333333333,还没有看到从实证的角度对翻转课堂进行研究的案例。,0.4
从两个方面阐述了对翻转课堂的见解。,目的在于了解学生对翻转课堂教学模式的态度以及对课程实施的意见。,0.35294117647058826,还没有看到从实证的角度对翻转课堂进行研究的案例。,0.35294117647058826
有优点也有不足之处。,翻转课堂教学模式有着不同于传统教学模式的特点。,0.2,普遍认为该课程的教学视频没有有效实现教学内容与学习者之间的互动，,0.3
翻转课堂虽然是在某些实施好的地区能够提高学生的兴趣，,翻转课堂教学模式对提高学生成绩以及增强学习兴趣有积极作用。,0.38461538461538464,翻转课堂并没有明显地提升学生对知识与技能的习得水平。,0.3076923076923077
但是并不适用于每个地区，,并传到网上供那些因故不能按时上课的学生补习使用。,0.25,然而它们仍然是孤立的、与现实相分离的、不具现实效用的惰性知识，,0.25
对师资力量有较高的要求，,最后也需要教师具有较高的教育技术能力。,0.3333333333333333,翻转课堂活动组织对教师的教学能力有了更高的要求。,0.5833333333333334
所以需要不断完善。,所以教师根据学生不同的问题进行个性化指导，,0.3333333333333333,所以课堂的活跃程度也就不是特,0.3333333333333333
[参考文献]【1】陈怡赵呈领《基于翻转课堂模式的教学设计及应用研究》【2】卢强《翻转课堂的冷思考：,设计了较为完整的基于翻转课堂模式的教学设计方案，,0.24489795918367346,笔者于2012年秋对信阳师范学院开设的“非线性编辑”课程进行了“翻转课堂”教学实践研究，,0.1836734693877551
实证与反思》2013年第8期（总第244期）,【中图分类号】G40-057【文献标识码】A【论文编号】1009—8097(2014)02—0049—06【DOI】10.,0.2727272727272727,2013年第8期(总第244期)二、翻转课堂教学效果分析,0.6363636363636364
