学生句子,参考文献1中句子,相似度1,参考文献2中句子,相似度2
在翻转课堂模式下，,目的在于了解学生对翻转课堂教学模式的态度以及对课程实施的意见。,0.7777777777777778,但主要集中在对翻转课堂的介绍、教学模式的探究等方面，,0.7777777777777778
教师在教室课堂上由“讲师”转变成了与学生的“讨论者”。,"教师作为课堂指导者、学生学习的帮助者和资源的提供者,",0.25925925925925924,以便教师在课堂上进行专题讲解或组织讨论。,0.3333333333333333
教师的在课堂上采用何种策略，,翻转课堂教学模式作为一种人性化的课堂策略，,0.35714285714285715,以便教师在课堂上进行专题讲解或组织讨论。,0.42857142857142855
也与具体所要解决的问题有关。,为大家解决所有问题，,0.2857142857142857,如何将程序性操作知识与具体实践问题相结合，,0.35714285714285715
针对操作性、过程性问题，,教师可以尽可能兼顾各个小组的协作交流过程并予以个性化指导;,0.3333333333333333,如果问题是操作性的、过程性的或通过教师讲解即可解决的，,0.5833333333333334
教师可采用“探究式课堂组织”，,教师是学生学习的指导者、资源的提供者、课堂活动的组织者，,0.4,我们根据课下收集、整理的问题的性质决定是组织“以实践活动任务为主线的探究式课堂”，,0.4666666666666667
主要通过讲解解决；,即学生在家里看视频代替老师的课堂讲解，,0.2222222222222222,如果问题是操作性的、过程性的或通过教师讲解即可解决的，,0.6666666666666666
针对争议性、理论性较强问题，,后教师针对各个小组出现的问题将重点问题与重点知识集中讲授，,0.2857142857142857,如果教师所搜集的问题是争议性的、理论性较强的问题，,0.7857142857142857
教师很难通过讲解使学生明白，,我们的对照班采用传统的“教师讲+学生练习”的方式进行授课，,0.35714285714285715,课程教学视频资源的视觉效果优教学视频能激发学习兴趣教学视频长度比较适中教师能及时提供视频的重难点讲解手册教学视频的互动性较强,0.42857142857142855
则采用“组织式课堂活动”。,我们的对照班采用传统的“教师讲+学生练习”的方式进行授课，,0.38461538461538464,则组织讨论式课堂活动。,0.6153846153846154
在学生自学的过程中，,学生利用课前教师备课过程中的核心知识点进行预习，,0.5,在学生回答的过程中，,0.6
由于缺乏老师的监督，,转课堂由于强调课上学生协作学习以及教师针对性的指导，,0.3,笔者于2012年秋对信阳师范学院开设的“非线性编辑”课程进行了“翻转课堂”教学实践研究，,0.2
老师无法适时了解学生的课前自学情况以及课前任务完成情况，,也无法了解学生课前任务的完成情况。,0.4642857142857143,知识学习在课前通过视频自学完成，,0.25
对学生的自主性提出了新的要求，,学生对课程提出的意见主要有三点。,0.3333333333333333,也对学生的学习能力提出了新要求。,0.5333333333333333
学生在是否能主动、自发、自觉地完成学习在很大程度上决定了学习效果。,能够在很大程度上激发学生学习动机，,0.2727272727272727,我们按照教学视频资源、课堂活动组织、交流与沟通和学习成效等四个维度设计并制作了“非线性编辑”课程教学效果调查问卷。,0.2727272727272727
翻转课堂作为一种新型的教学模式，,翻转课堂(FlippedClassroom)是一种新型教学模式，,0.75,[10]翻转课堂作为一种“先使用视频自学，,0.5625
在很多方面都对学生的教学效果和学习习惯起到了正面的效果，,为学生提供了个性化的学习空间和多种学习途径，,0.21428571428571427,如对教师教学质量的评价、对学生学习效果的评价、对课程或教学内容的评价、对教学媒介手段的评价等。,0.25
但适应这种教学模式的同时，,使得这种方法成为一种新的教学模式，,0.46153846153846156,但主要集中在对翻转课堂的介绍、教学模式的探究等方面，,0.38461538461538464
也对教师角色转变、教师的工作量、学习视频的质量、学生的主动性提出了新的要求。,教师负责制作微视频课程、提供丰富的资源、布置任务等，,0.18421052631578946,教学视频研发者与建构者的角色不仅对教师的视频录制技能、教学设计技能、教学知识处理能力、知识讲解能力等提出了新的要求，,0.3684210526315789
如果能对这几个方面有正确的把我，,对照班的学生在这四个成绩段的分布比例分别为10.,0.1875,可以从以下几个方面进行转变。,0.25
相信翻转课堂对学生的学习也会达到空前的效果。,翻转课堂教学模式对于学习中等的学生会有明显的效果，,0.45454545454545453,通过“非线性编辑”课程翻转课堂教学实施和教学效果分析发现，,0.36363636363636365
参考文献【1】陈怡，,【中图分类号】G40-057【文献标识码】A【论文编号】1009—8097(2014)02—0049—06【DOI】10.,0.5,同时还应考虑课堂讨论文化不足造成的影响，,0.2
赵呈领基于翻转课堂模式的教学设计及应用研究【2】卢强翻转课堂的冷思考：,设计了较为完整的基于翻转课堂模式的教学设计方案，,0.34285714285714286,笔者于2012年秋对信阳师范学院开设的“非线性编辑”课程进行了“翻转课堂”教学实践研究，,0.2571428571428571
